train/value_loss,time/total_timesteps,train/n_updates,train/learning_rate,eval/mean_reward,train/entropy_loss,train/explained_variance,train/policy_loss,eval/mean_ep_length,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed
7897.28857421875,512,3,0.0007,-372.1072436,-10.337284088134766,0.0001195669174194336,-749.312255859375,44.4,,,,,
14502.052734375,1024,7,0.0007,-203.2060516,-10.306293487548828,-0.00014710426330566406,-1049.866943359375,43.2,,,,,
8716.8291015625,1536,11,0.0007,-216.1708294,-10.265594482421875,3.927946090698242e-05,-752.4119873046875,400.0,,,,,
6494.091796875,2048,15,0.0007,-181.7501444,-10.181587219238281,-0.00011861324310302734,-707.5303344726562,400.0,,,,,
8196.07421875,2560,19,0.0007,-242.71113880000001,-10.199470520019531,-0.00010514259338378906,-779.0130615234375,40.0,,,,,
7352.494140625,3072,23,0.0007,-241.52106000000003,-10.133191108703613,-5.066394805908203e-05,-666.3157348632812,396.0,,,,,
5177.8330078125,3584,27,0.0007,-181.9293616,-10.168570518493652,-0.00010263919830322266,-574.593505859375,57.0,,,,,
7211.25439453125,4096,31,0.0007,-180.92063860000002,-10.109519004821777,-5.1856040954589844e-05,-697.286865234375,400.0,,,,,
7147.84326171875,4608,35,0.0007,-180.553026,-10.032455444335938,-4.088878631591797e-05,-698.4024047851562,400.0,,,,,
5804.1796875,5120,39,0.0007,-180.9772922,-9.878403663635254,-7.700920104980469e-05,-613.5115966796875,80.0,,,,,
6690.89501953125,5632,43,0.0007,-180.83528900000002,-9.711212158203125,-3.039836883544922e-05,-581.6044921875,80.0,,,,,
6418.3916015625,6144,47,0.0007,-181.142865,-9.717780113220215,-2.1576881408691406e-05,-591.6533203125,80.0,,,,,
2620.48779296875,6656,51,0.0007,-181.07614900000004,-9.436070442199707,3.796815872192383e-05,-398.25469970703125,80.0,,,,,
1729.414794921875,7168,55,0.0007,-181.137535,-9.219202041625977,-0.0001093149185180664,-246.49481201171875,80.0,,,,,
464.67913818359375,7680,59,0.0007,-181.0955986,-9.024909019470215,-0.00014412403106689453,-107.18576049804688,80.0,,,,,
264.3212585449219,8192,63,0.0007,-181.10282800000002,-7.914452075958252,-0.0002614259719848633,-39.096195220947266,80.0,,,,,
189.27748107910156,8704,67,0.0007,-180.97935580000004,-6.41112756729126,-0.0002709627151489258,-25.462392807006836,80.0,,,,,
83.7642822265625,9216,71,0.0007,-181.11851859999996,-5.369358539581299,-1.2993812561035156e-05,13.201065063476562,80.0,,,,,
92.98860168457031,9728,75,0.0007,-180.8872164,-5.1678290367126465,0.00015211105346679688,14.629735946655273,80.0,,,,,
77.93850708007812,10240,79,0.0007,-180.7530418,-4.874851226806641,0.0005473494529724121,12.373777389526367,100.0,,,,,
66.48487854003906,10752,83,0.0007,-180.88925160000002,-4.732705116271973,0.0013517141342163086,10.077333450317383,100.0,,,,,
60.84374237060547,11264,87,0.0007,-181.4170838,-4.558379173278809,0.0018186569213867188,13.519115447998047,100.0,,,,,
64.29264831542969,11776,91,0.0007,-181.20968319999997,-4.420322418212891,0.010012447834014893,9.959648132324219,100.0,,,,,
52.16281509399414,12288,95,0.0007,-181.00950600000004,-4.33443546295166,0.07611876726150513,4.058745861053467,100.0,,,,,
41.31928634643555,12800,99,0.0007,-180.6478936,-3.9199531078338623,0.1536962389945984,-2.536658763885498,100.0,,,,,
,12800,,,,,,,,-13.334658609999998,100,0,6.17,46296
68.69070434570312,13312,103,0.0007,-180.5747482,-3.952932119369507,0.2570345997810364,-7.513524055480957,100.0,,,,,
45.905277252197266,13824,107,0.0007,-181.2906016,-3.9441757202148438,0.12939554452896118,-3.4310622215270996,100.0,,,,,
16.244823455810547,14336,111,0.0007,-181.19486439999997,-3.7831308841705322,0.42194992303848267,-1.0340980291366577,100.0,,,,,
23.15863800048828,14848,115,0.0007,-181.12872720000001,-3.389890193939209,0.5201199948787689,-4.442348003387451,100.0,,,,,
23.059513092041016,15360,119,0.0007,-181.3599986,-3.2229490280151367,0.4696574807167053,0.28698867559432983,100.0,,,,,
44.32750701904297,15872,123,0.0007,-180.6749704,-2.9929325580596924,0.3465491533279419,-7.494355201721191,100.0,,,,,
21.369081497192383,16384,127,0.0007,-180.6397966,-2.9738149642944336,0.495858371257782,-3.037412405014038,100.0,,,,,
15.040082931518555,16896,131,0.0007,-180.93255419999997,-3.019268274307251,0.4625130891799927,0.177487313747406,100.0,,,,,
15.784634590148926,17408,135,0.0007,-180.81575479999998,-3.0782814025878906,0.35315001010894775,-2.8334603309631348,100.0,,,,,
11.056686401367188,17920,139,0.0007,-181.0808378,-3.054896354675293,0.5772145092487335,-1.3355906009674072,100.0,,,,,
23.445323944091797,18432,143,0.0007,-180.83829179999998,-3.1750473976135254,0.4313076138496399,-4.573226451873779,100.0,,,,,
8.58209228515625,18944,147,0.0007,-181.14331980000003,-3.1063199043273926,0.6171703338623047,-0.13982662558555603,100.0,,,,,
16.372825622558594,19456,151,0.0007,-180.5944596,-2.9947357177734375,0.34531962871551514,-2.68835186958313,100.0,,,,,
18.336074829101562,19968,155,0.0007,-180.919285,-2.721586227416992,0.43113261461257935,-0.022065341472625732,100.0,,,,,
8.872446060180664,20480,159,0.0007,-180.57011880000002,-2.5806052684783936,0.5379289090633392,0.7437124252319336,100.0,,,,,
12.57825756072998,20992,163,0.0007,-193.69175060000003,-2.645359992980957,0.5477920174598694,-0.7364794015884399,100.0,,,,,
6.28519344329834,21504,167,0.0007,-36.034487999999996,-2.6722571849823,0.59911048412323,-1.333504319190979,61.2,,,,,
7.543149471282959,22016,171,0.0007,-78.1440696,-2.547088623046875,0.6412057280540466,0.5468488335609436,100.0,,,,,
8.499077796936035,22528,175,0.0007,-65.0339134,-2.63388729095459,0.7264470160007477,5.3797125816345215,100.0,,,,,
17.596820831298828,23040,179,0.0007,-180.778664,-2.5197184085845947,0.48696500062942505,0.05141019821166992,100.0,,,,,
7.30169153213501,23552,183,0.0007,-181.4754736,-2.544703483581543,0.5428867042064667,-0.3011413812637329,100.0,,,,,
7.688027381896973,24064,187,0.0007,-60.0693862,-2.5168161392211914,0.5636727213859558,-0.9764678478240967,80.8,,,,,
4.917378902435303,24576,191,0.0007,-5.9456674000000005,-2.5841948986053467,0.7056228220462799,-1.482917070388794,3.4,,,,,
4.168112277984619,25088,195,0.0007,-48.4164508,-2.49405574798584,0.7278695702552795,0.27313005924224854,44.8,,,,,
19.95543670654297,25600,199,0.0007,-8.5191146,-2.4810566902160645,0.37222540378570557,-3.1432607173919678,25.2,,,,,
,25600,,,,,,,,-9.12113942,200,0,6.51,83835
14.359173774719238,26112,203,0.0007,-23.3157048,-2.56315279006958,0.5149641335010529,-2.6774168014526367,61.4,,,,,
5.032369613647461,26624,207,0.0007,-9.7664186,-2.5716304779052734,0.7052854895591736,-0.6635045409202576,22.8,,,,,
2.103726863861084,27136,211,0.0007,-50.68069319999999,-2.585861921310425,0.8347488045692444,1.658789873123169,100.0,,,,,
3.744213104248047,27648,215,0.0007,-7.438267399999999,-2.5779194831848145,0.7429094612598419,-1.598945140838623,23.8,,,,,
3.742705821990967,28160,219,0.0007,-65.275576,-2.5468993186950684,0.7692400515079498,2.487691879272461,100.0,,,,,
3.3479466438293457,28672,223,0.0007,-50.9495944,-2.565703868865967,0.7156310081481934,0.7923343181610107,100.0,,,,,
7.585836410522461,29184,227,0.0007,-17.240804200000003,-2.708444118499756,0.4834269881248474,-1.2695608139038086,65.6,,,,,
3.848536968231201,29696,231,0.0007,-14.3686848,-2.5729801654815674,0.7368794679641724,2.3918213844299316,246.6,,,,,
6.157912254333496,30208,235,0.0007,-8.8420628,-2.716376304626465,0.6052329540252686,-2.676264524459839,169.6,,,,,
5.484575271606445,30720,239,0.0007,-20.5476102,-2.5827584266662598,0.6204380691051483,-1.4862288236618042,331.8,,,,,
3.871408224105835,31232,243,0.0007,-9.7292096,-2.5941076278686523,0.716955691576004,2.980556011199951,169.2,,,,,
2.708101987838745,31744,247,0.0007,-22.5184204,-2.528622627258301,0.7174169719219208,1.2994194030761719,322.4,,,,,
2.922215461730957,32256,251,0.0007,-16.2185506,-2.574877977371216,0.7367897927761078,-0.9252047538757324,323.8,,,,,
2.1179027557373047,32768,255,0.0007,-24.5105646,-2.3971328735351562,0.7067594826221466,-0.27921628952026367,325.0,,,,,
2.2910985946655273,33280,259,0.0007,-28.824129,-2.297152042388916,0.7037677466869354,-0.5945025086402893,400.0,,,,,
1.7058377265930176,33792,263,0.0007,-5.413616599999999,-2.1299660205841064,0.7619607895612717,-0.5967316031455994,17.6,,,,,
0.8409993648529053,34304,267,0.0007,-59.063021000000006,-2.116605281829834,0.8504304438829422,-0.14961521327495575,400.0,,,,,
1.5474286079406738,34816,271,0.0007,-48.8462674,-2.120603084564209,0.8174965530633926,-0.6127246618270874,400.0,,,,,
2.77535343170166,35328,275,0.0007,-11.870512,-1.9550180435180664,0.629578560590744,-0.6459411382675171,245.8,,,,,
0.9971714615821838,35840,279,0.0007,-8.992638799999998,-1.9701275825500488,0.8880185410380363,-0.051278069615364075,175.2,,,,,
1.0777027606964111,36352,283,0.0007,-5.219409400000001,-1.9130014181137085,0.7459040880203247,0.0024056658148765564,13.0,,,,,
2.403735637664795,36864,287,0.0007,-7.203317000000001,-1.8557705879211426,0.7596631348133087,-1.7342559099197388,90.8,,,,,
1.2189048528671265,37376,291,0.0007,-15.820768000000001,-1.8236823081970215,0.8441738933324814,-0.3525230288505554,246.6,,,,,
0.7783868312835693,37888,295,0.0007,-18.0753994,-1.675752878189087,0.8761603757739067,-0.5995010137557983,249.8,,,,,
0.5953961610794067,38400,299,0.0007,-52.170024999999995,-1.604640245437622,0.8755443841218948,0.00934196263551712,400.0,,,,,
,38400,,,,,,,,-6.9749178700000005,300,0,11.38,110275
3.2036352157592773,38912,303,0.0007,-20.388527,-1.590722680091858,0.6847346723079681,-2.4408111572265625,324.0,,,,,
0.7282374501228333,39424,307,0.0007,-8.748250200000001,-1.5379239320755005,0.9038925170898438,-0.4719831347465515,170.4,,,,,
0.4927225410938263,39936,311,0.0007,-6.0768226,-1.465287446975708,0.8956795111298561,-0.27123263478279114,96.4,,,,,
